公司代號名稱,決議（擬議）進度,股利所屬年(季)度,股利所屬期間,期別,董事會（擬擬議）股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積發放之現金(元/股),股東配發-資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積轉增資配股(元/股),股東配發-資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),摘錄公司章程-股利分派部分,備註
2707 - 晶華,董事會決議,110年 第3季,110/07/01~110/09/30,1,110/11/12,不適用,"294,311,570","1,503,467,723","1,792,443,947","1,792,443,947",0,0,0,0,0,0,0,0,"本公司盈餘分派或虧損撥補，於每季終了後為之。
本公司前三季有盈餘分派或虧損撥補議案者，應於次季終了前，連同營業報告書及財務報表交監察人查核後，提董事會決議。
本公司每季決算如有盈餘，應先預估並保留應納稅款，依法彌補累積虧損，預估保留員工及董監酬勞，次提百分之十為法定盈餘公積；但法定盈餘公積累積已達實收資本總額時，不在此限，並依法令或主管機關規定提撥或迴轉特別盈餘公積，如尚有盈餘，其餘額連同前季累計未分配盈餘數為股東紅利。由董事會擬具分派議案，以發行新股方式為之時，應依公司法第二百四十條規定辦理；以現金方式為之時，應經董事會決議分配之。
年度決算如有盈餘，除依法繳納所得稅並先彌補以往年度虧損，其餘分配如下：
1.提列百分之十法定盈餘公積；但法定盈餘公積累積已達本公司實收資本總額時，不在此限。
2.必要時得依法令規定提列或迴轉特別盈餘公積；
如尚有盈餘，其餘額連同前季累計未分配盈餘數，由董事會擬具分派議案，以發行新股方式為之時，提請股東會決議分配之。以現金方式為之時，授權董事會以三分之二以上董事出席，及出席董事過半數之決議分配之，並報告股東會。
本公司依公司法第二百四十一條規定將法定盈餘公積及資本公積之全部或一部，按股東原有股份比例，發給新股或現金時，依前項方式決議分配之。
本公司生命週期正值穩定成長階段，將掌握內外在環境變化，以求永續經營及長遠發展，並考慮公司未來之資本支出預算及需要暨兼顧維持穩定之股利發放。公司每季及年度股利發放時，以提撥累積可分配盈餘之百分之五十以上為股東紅利，其中現金股利不低於股東紅利之百分之十。","由於受到新冠肺炎疫情的影響，考量公司營運
資金規劃，本公司民國110年第3季盈餘暫不分配。"
2707 - 晶華,董事會決議,110年 第2季,110/04/01~110/06/30,1,110/08/09,不適用,"236,636,961","110,839,942","294,311,570","294,311,570",0,0,0,0,0,0,0,0,"本公司盈餘分派或虧損撥補，於每季終了後為之。
本公司前三季有盈餘分派或虧損撥補議案者，應於次季終了前，連同營業報告書及財務報表交監察人查核後，提董事會決議。
本公司每季決算如有盈餘，應先預估並保留應納稅款，依法彌補累積虧損，預估保留員工及董監酬勞，次提百分之十為法定盈餘公積；但法定盈餘公積累積已達實收資本總額時，不在此限，並依法令或主管機關規定提撥或迴轉特別盈餘公積，如尚有盈餘，其餘額連同前季累計未分配盈餘數為股東紅利。由董事會擬具分派議案，以發行新股方式為之時，應依公司法第二百四十條規定辦理；以現金方式為之時，應經董事會決議分配之。
年度決算如有盈餘，除依法繳納所得稅並先彌補以往年度虧損，其餘分配如下：
1.提列百分之十法定盈餘公積；但法定盈餘公積累積已達本公司實收資本總額時，不在此限。
2.必要時得依法令規定提列或迴轉特別盈餘公積；
如尚有盈餘，其餘額連同前季累計未分配盈餘數，由董事會擬具分派議案，以發行新股方式為之時，提請股東會決議分配之。以現金方式為之時，授權董事會以三分之二以上董事出席，及出席董事過半數之決議分配之，並報告股東會。
本公司依公司法第二百四十一條規定將法定盈餘公積及資本公積之全部或一部，按股東原有股份比例，發給新股或現金時，依前項方式決議分配之。
本公司生命週期正值穩定成長階段，將掌握內外在環境變化，以求永續經營及長遠發展，並考慮公司未來之資本支出預算及需要暨兼顧維持穩定之股利發放。公司每季及年度股利發放時，以提撥累積可分配盈餘之百分之五十以上為股東紅利，其中現金股利不低於股東紅利之百分之十。","由於受到新冠肺炎疫情的影響，考量公司營運
資金規劃，本公司民國110年第2季盈餘暫不分配。"
2707 - 晶華,董事會決議,110年 第1季,110/01/01~110/03/31,1,110/05/14,不適用,"1,036","268,396,964","236,636,961","236,636,961",0,0,0,0,0,0,0,0,"本公司盈餘分派或虧損撥補，於每季終了後為之。
本公司前三季有盈餘分派或虧損撥補議案者，應於次季終了前，連同營業報告書及財務報表交監察人查核後，提董事會決議。
本公司每季決算如有盈餘，應先預估並保留應納稅款，依法彌補累積虧損，預估保留員工及董監酬勞，次提百分之十為法定盈餘公積；但法定盈餘公積累積已達實收資本總額時，不在此限，並依法令或主管機關規定提撥或迴轉特別盈餘公積，如尚有盈餘，其餘額連同前季累計未分配盈餘數為股東紅利。由董事會擬具分派議案，以發行新股方式為之時，應依公司法第二百四十條規定辦理；以現金方式為之時，應經董事會決議分配之。
年度決算如有盈餘，除依法繳納所得稅並先彌補以往年度虧損，其餘分配如下：
1.提列百分之十法定盈餘公積；但法定盈餘公積累積已達本公司實收資本總額時，不在此限。
2.必要時得依法令規定提列或迴轉特別盈餘公積；
如尚有盈餘，其餘額連同前季累計未分配盈餘數，由董事會擬具分派議案，以發行新股方式為之時，提請股東會決議分配之。以現金方式為之時，授權董事會以三分之二以上董事出席，及出席董事過半數之決議分配之，並報告股東會。
本公司依公司法第二百四十一條規定將法定盈餘公積及資本公積之全部或一部，按股東原有股份比例，發給新股或現金時，依前項方式決議分配之。
本公司生命週期正值穩定成長階段，將掌握內外在環境變化，以求永續經營及長遠發展，並考慮公司未來之資本支出預算及需要暨兼顧維持穩定之股利發放。公司每季及年度股利發放時，以提撥累積可分配盈餘之百分之五十以上為股東紅利，其中現金股利不低於股東紅利之百分之十。","由於受到新冠肺炎疫情的影響，考量公司營運
資金規劃，本公司民國110年第1季盈餘暫不分配。"
2712 - 遠雄來,董事會擬議,110年 年度,110/01/01~110/12/31,1,111/03/09,111/05/25,0,"-20,743,040","-15,921,816","-15,921,816",0,0,0,0,0,0,0,0,"本公司企業生命週期正值穩定成長階段，將掌握內外在環境變化，以求永續經營及長遠發展，並考慮公司未來之資本支出預算暨兼顧維持穩定之股利發放，年度總決算如有本期稅後淨利，應先彌補累積虧損（包括調整未分配盈餘金額），其餘分配如下：
1.提列百分之十法定盈餘公積，但法定盈餘公積累計已達本公司實收資本額時，不在此限。  
2.必要時得經股東會決議及依法令規定提列或迴轉特別盈餘公積。
3.其餘連同期初未分配盈餘為股東累積可分 配盈餘，得以股票及現金股利二方式配合處理，惟現金股利以不低於股利總額20%之比率為原則。
4.惟公司分派盈餘時得視當時及未來狀況保留適當盈餘不予分派。
以上由董事會擬定盈餘分配案後，提請股東會決議分配之。",無
2722 - 夏都,董事會擬議,110年 年度,110/01/01~110/12/31,1,111/02/23,111/05/25,"73,211,010","20,381,325","87,122,528","64,817,936",0.2,0,0,"22,304,592",0,0,0,0,"第廿四條：公司年度總決算如有盈餘，依下列
順序分派之：
一、 彌補虧損。
二、 提撥10%法定盈餘公積以及自民國100年
起至137年止，公司為單一營運據點之年度須
提撥20%特別盈餘公積作為擴點基金，並應
就每年所提撥資金設立擴點基金帳戶。
三、 依其他法令規定提撥特別盈餘公積。
四、 前項分派後之餘額加計期初未分配盈餘
暨本期未分配盈餘調整數後，由董事會依股利
政策擬具分派案，提請股東會決議。
依第一項第二款後段規定所提撥之20%特別盈
餘公積：
1. 其擴點基金帳戶之資金為專款專用，限於
使用在擴增新營運據點之建館、營運設備、營
運週轉金或銀行擔保等相關作業；
2. 其擴點基金帳戶之投資標的主要以穩定孳
息獲利為主，以投資於定期存款、政府債券、
債券型基金、ETF基金及組合型基金等標的為
限。
3. 除符合下列條件之一方可停止提撥：
(1) 取得新的營運據點之投資總金額合計須5
億元以上，且新營運據點連續兩年度投資獲利
之情形。
(2) 該特別盈餘公積已達實收資本額兩倍。
本公司正值穩定成長階段，將掌握內外在環境
變化，以求永續經營發展，董事會擬定盈餘分
配案時，應考慮公司未來之資本支出預算及資
金需求，並衡量以盈餘支應資金之必要性，以
決定盈餘保留或分配之數額以現金方式分配股
東股息或紅利之金額，分配現金不低於30%，
分配股票不高於70%。",無
面額新台幣10元之公司,,,,,,,,,,,,,,,,,,,,
因應主管機關函令，上市(櫃)及興櫃公司110年原訂5月24日至6月30日股東會，延至110年7月至8月間召開，延期召開股東會日期彙總表，請至110年7月及8月「股東會及除權息日曆」查詢。,,,,,,,,,,,,,,,,,,,,
公司代號名稱,決議（擬議）進度,股利所屬年(季)度,股利所屬期間,期別,董事會（擬擬議）股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積發放之現金(元/股),股東配發-資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積轉增資配股(元/股),股東配發-資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),摘錄公司章程-股利分派部分,備註
2723 - 美食-KY,董事會擬議,110年 年度,110/01/01~110/12/31,1,111/03/22,111/06/02,"4,477,379,913","1,093,251,802","5,365,495,526","4,465,495,526",5,0,0,"900,000,000",0,0,0,0,"公司每期決算，如有當期淨利，應先：
(i)依法提列應繳納稅捐；並
(ii)先彌補虧損後，
於董事會建議任何股利數額前，其餘應提列百分之十為盈餘準備金或其他董事會認
為有利於公司之準備金，以董事會認為適當之方式，作為公司營運或投資之用途，
且該等投資無須獨立於其他投資而成為準備金之ㄧ部分。
在符合上開情形下，董事會得將該年度可分配之盈餘，依據適用法令許可之方式，
於經股東會同意後，根據下列方式分派：
(a)員工紅利不高於百分之三。
員工部份應包含子公司之員工；
(b)董事酬勞不高於百分之一；且
(c)其餘所分配盈餘金額以不低於當年度稅後盈餘百分之三十為原則，其中現金股
利不低於現金股利及股票股利合計數之百分之十。",無
2727 - 王品,董事會擬議,110年 年度,110/01/01~110/12/31,1,111/03/08,111/06/28,0,"-104,702,450",0,0,0,0,0,0,0,0,0,0,第二十三條之一：本公司屬餐飲服務業，企業生命週期正值成熟茁壯期，獲利穩定且財務結構健全，故盈餘之分派，除依公司法及本公司章程規定外，將視公司資本規劃及經營成果，決定每年股利分派方式。惟原則採取股利穩定暨平衡政策，並於每年股東常會前由董事會依據經營結果、財務狀況及資本規劃情形，擬訂盈餘分派方式(現金股利或股票股利)及金額，其中現金股利比率不低於股利總額百分之二十。惟此項股東現金股利之比率，得視當年度實際獲利及資金需求狀況，經股東會決議調整之。,"其他調整事項包含：
(1)處分庫藏股借記保留盈餘：-NT$988,452
(2)確定福利計劃之再衡量數:NT$4,149,018
(3)法定盈餘公積彌補虧損:NT$101,541,884"
2731 - 雄獅,董事會擬議,110年 年度,110/01/01~110/12/31,1,111/03/24,111/06/16,0,"-469,985,528","-463,605,435",0,0,0,0,0,0,0,0,0,"本公司年度決算如有盈餘，依法繳納稅捐，彌補累積虧損後，再提百分之十為法定盈餘公積，但法定盈餘公積已達本公司實收資本額時，得不再提列，其餘再依法令規定提列或迴轉特別盈餘公積；如尚有餘額，併同累積未分配盈餘，由董事會擬具盈餘分配議案，提請股東會決議分派股東股息紅利。
本公司股利政策，係配合目前及未來之發展計畫、考量投資環境、資金需求及國內外競爭狀況，並兼顧股東利益等因素，每年就可供分配盈餘提撥不低於百分之十，分配股東紅利，分配股東紅利時，得以現金或股票方式為之，其中現金股利不低於股利總額之百分之三十。",無
2739 - 寒舍,董事會決議,110年 年度,110/01/01~110/12/31,1,111/03/11,不適用,"-110,687,879","-719,595,015","-799,906,206","-799,906,206",0,0,0,0,0,0,0,0,本公司年度總決算如有盈餘，應先提繳稅款，彌補以往虧損，次提百分之十為法定盈餘公積，但法定盈餘公積已達本公司實收資本額時，得不再提列；其餘於必要時得依法令或主管機關規定，提撥或迴轉特別盈餘公積，如尚有盈餘，併同以前年度累積未分配盈餘，由董事會擬具分派股東股利之議案，以發行新股方式為之時，提請股東會決議分配之；以現金方式為之時，授權董事會以董事三分之二以上之出席及出席董事過半數同意之決議分配之，並報告股東會。,無。
2748 - 雲品,董事會決議,110年 年度,110/01/01~110/12/31,1,111/03/03,不適用,"86,008,332","-29,314,806","56,693,526","56,693,526",0,0,0.5,"45,241,275",0,0,0,0,"第廿九條之一:本公司年度總決算如有盈餘，
依法繳納稅捐，彌補累積虧損後，再提10%為
法定盈餘公積，但法定盈餘公積已達本公司實
收資本額時，得不再提列，其餘再依依法令規
定提列或迴轉特別盈餘公積；如尚有盈餘，併
同累積未分配盈餘，由董事會擬具盈餘分派議
案，以發行新股方式為之時，應提請股東會決
議後分派之。
本公司授權董事會以三分之二以上董事之出
席，及出席董事過半數之決議，將應分派之股
息及紅利、資本公積或法定盈餘公積之全部或
一部以發放現金之方式為之，並報告股東會，
不適用前項應經股東會決議之規定。
本公司每年發放現金股利為股利總額百分之二
十以上，以配合公司各事業發展投資之需要。",無
2753 - 八方雲集,董事會決議,110年 下半年,110/07/01~110/12/31,1,111/03/22,不適用,"765,794,436","258,778,553","987,681,135","708,501,951",4.22711858,0,0,"279,179,184",0,0,0,0,"本公司盈餘分派或虧損撥補於每半會計年度終了後為之，每半會計年度決算後如有盈餘，應先提繳稅款、彌補累積虧損，次提10%為法定盈餘公積，但法定盈餘公積累積已達本公司實收資本額時，得不再提列，其餘再依法令或主管機關規定提撥或迴轉特別盈餘公積，如尚有盈餘，其餘額再加計上半會計年度累計未分配盈餘數，由董事會擬具分派議案。以發行新股方式為之時，應提請股東會決議後分派之；以現金方式為之時，應經董事會決議。
本公司年度總決算如有盈餘，應先提繳稅款、彌補歷年累積虧損，次提10%為法定盈餘公積，但法定盈餘公積已達本公司實收資本額時，得不再提列，其餘再依法令或主管機關規定提撥或迴轉特別盈餘公積，如尚有盈餘，其餘額再加計累計未分配盈餘，由董事會擬具分派議案，以發行新股方式為之時，應提請股東會決議後分派之。
本公司依公司法規定，授權董事會以三分之二以上董事之出席，及出席董事過半數之決議，將應分派股息及紅利或公司法第二百四十一條第一項規定之法定盈餘公積及資本公積之全部或一部，以發放現金之方式為之，並報告股東會。",無
2753 - 八方雲集,董事會決議,110年 上半年,110/01/01~110/06/30,1,110/08/10,不適用,"670,582,923","282,562,994","915,906,426","765,794,436",2.5,0,0,"150,111,990",0,0,0,0,"本公司盈餘分派或虧損撥補於每半會計年度終了後為之，每半會計年度決算後如有盈餘，應先提繳稅款、彌補累積虧損，次提10%為法定盈餘公積，但法定盈餘公積累積已達本公司實收資本額時，得不再提列，其餘再依法令或主管機關規定提撥或迴轉特別盈餘公積，如尚有盈餘，其餘額再加計上半會計年度累計未分配盈餘數，由董事會擬具分派議案。以發行新股方式為之時，應提請股東會決議後分派之；以現金方式為之時，應經董事會決議。
本公司年度總決算如有盈餘，應先提繳稅款、彌補歷年累積虧損，次提10%為法定盈餘公積，但法定盈餘公積已達本公司實收資本額時，得不再提列，其餘再依法令或主管機關規定提撥或迴轉特別盈餘公積，如尚有盈餘，其餘額再加計累計未分配盈餘，由董事會擬具分派議案，以發行新股方式為之時，應提請股東會決議後分派之。
本公司依公司法規定，授權董事會以三分之二以上董事之出席，及出席董事過半數之決議，將應分派股息及紅利或公司法第二百四十一條第一項規定之法定盈餘公積及資本公積之全部或一部，以發放現金之方式為之，並報告股東會。",無
2801 - 彰銀,董事會擬議,110年 年度,110/01/01~110/12/31,1,111/03/29,111/06/17,"53,722,852","8,803,803,817","6,407,741,146","114,598,645",0.5,0,0,"5,244,285,421",0.1,0,0,"104,885,708","本銀行每年決算有盈餘時，應依法繳納稅捐及彌補以往年度虧損，再依銀行法提列百分之三十為法定盈餘公積及依其他法令提列或迴轉特別盈餘公積後，就其餘額得併同以前年度未分配盈餘數為股東股息及紅利之可分派數，並提撥可分派數之百分之三十至一百，由董事會提請股東常會決議分派之。
本銀行為持續擴充規模與增加獲利能力，採取剩餘股利政策。依據本銀行營運之發展，並考量未來資本預算規劃，分派股票股利保留所需資金，其餘部分得以現金股利方式分派，但現金股利不得低於股利分派總額之百分之十；倘每股分派現金股利不足0.1元時，除股東會另有決議外，不予分派。",無。
2809 - 京城銀,董事會擬議,110年 年度,110/01/01~110/12/31,1,111/02/21,111/05/09,"13,944,504,399","5,630,303,211","18,040,137,816","15,685,545,859",2.1,0,0,"2,354,591,957",0,0,0,0,"本公司年度總決算於完納一切稅捐後如有盈
餘，應先以彌補以往年度虧損，再提百分之
三十為法定盈餘公積，並依法提列特別盈餘
公積後，就其餘額由董事會連同以前年度累
積未分配盈餘，擬定盈餘分配案提請股東會
核定之。分配之股利中，其現金股利不得低
於當年度股利總額之百分之十，前述股利分
配原則得視本公司業務經營需求，以及重大
法令修改等情形，由董事會提請股東會決議
適度調整現金發放比率，惟不得低於股利總
額之百分之一。倘每股分配現金股利不足0.1
元者，則不予分派。

若本公司法定盈餘公積已達資本總額，或達
到銀行法第五十條第二項由主管機關所訂定
之財務業務健全標準並依公司法提法定盈餘
公積時，不受法定盈餘公積提存及最高現金
盈餘分配之限制。

法定盈餘公積未達資本總額前或自有資本與
風險性資產之比率未達銀行法規定前，最高
現金盈餘分配依銀行法及主管機關之規定辦
理。",無
2812 - 台中銀,董事會擬議,110年 年度,110/01/01~110/12/31,1,111/02/24,111/05/17,"6,093,480","4,796,273,507","3,422,651,606","18,761,186",0.25,0,0,"1,134,630,140",0.5,0,0,"226,926,028",本銀行年度決算如有盈餘，依法繳納稅捐，彌補累積虧損後，再提30%為法定盈餘公積，但法定盈餘公積已達本銀行實收資本額時，得不再提列，其餘再依法令規定提列或迴轉特別盈餘公積，並得分派特別股股息。就其餘額，併同累積未分配盈餘及特別盈餘公積依法令規定迴轉數，如尚有盈餘時，由董事會擬具盈餘分派議案，提請股東會決議分派股東股息及紅利。,無
2816 - 旺旺保,董事會決議,110年 年度,110/01/01~110/12/31,1,111/03/24,不適用,"284,259,525","696,668,387","661,829,354","438,221,354",1,0,0,"223,608,000",0,0,0,0,"本公司股利分配之條件、時機、金額，依下列方式辦理：
本公司每年度決算後，除彌補歷年虧損並完納稅捐後，如尚有盈餘時，
應先提百分之二十法定盈餘公積，但法定盈餘公積，已達實收資本額時
，不在此限；另依法令規定或股東會議決提列或迴轉特別盈餘公積，其
餘授權董事會視經營環境需要得酌予保留外，加計以前年度累積未分配
盈餘，擬具盈餘分配案，提請股東會決議。
前項盈餘分配案，授權董事會以三分之二以上董事出席，及出席董事過
半數之決議，將應分派股息及紅利之全部或一部，以發放現金方式為之
，並報告股東會。
本公司獨立董事之酬勞，授權董事會訂定合理報酬，不參與公司之盈餘
分派。
本公司屬財產保險業，企業發展除須配合政府政策與符合資本適足率外
，且須強化公司承保能量及清償能力，本公司分配股利之政策須視公司
目前及未來之投資環境、資金需求、市場競爭狀況及資本預算等因素，
兼顧股東利益、平衡股利及公司長期財務規劃等，每年依法由董事會擬
具分配案。盈餘之分派得以現金股利或股票股利之方式為之，惟現金股
利分派之比例不低於股利總額之百分之十，但若現金股利每股低於
0．一元，則得改以股票股利發放。",無
2820 - 華票,董事會擬議,110年 年度,110/01/01~110/12/31,1,111/03/15,111/06/17,"429,361","1,857,666,203","1,404,755,754","196,091,754",0.9,0,0,"1,208,664,000",0,0,0,0,"本公司年度決算盈餘依法完納一切稅捐並彌補累積虧損後，如有剩餘，應提列三十％為
法定盈餘公積，但法定盈餘公積已達本公司實收資本額時，不在此限。再依法令提撥特
別盈餘公積，加計特別盈餘公積迴轉數及累積未分配盈餘後，公司得依特定目的，再另
行提撥特別盈餘公積，如尚有餘額，得就餘額分配股東股利。
前項盈餘之分派，應由董事會提經股東會同意。
本條第一項所稱股東股利之分派，應依下列原則經股東會決議後分派之：
一、本公司除得將公積全部或一部依法令規定分派外，公司無盈餘時，不得分派股東股
利。
二、因本公司屬競爭激烈之金融產業，已達產業成長趨緩期，故股東股利之分派，以發
放現金為優先，亦得以股票股利之方式為之，惟現金股利數不少於當年度股利總數
之百分之四十。
三、公司得依經濟狀況、產業發展、資金需求等因素，於必要時經當年度股東會決議後
調整前述股東股利分派原則。",無
2832 - 台產,董事會決議,110年 年度,110/01/01~110/12/31,1,111/03/18,不適用,"256,482,000","373,208,000","447,820,000","176,169,000",0.75,0,0,"271,651,000",0,0,0,0,"本公司年度決算後有盈餘時，應先彌補歷年虧損及依法完納
一切稅捐後，先提百分之二十為法定盈餘公積，但法定盈餘
公積，已達本公司資本總額時，不在此限，並依法提列或迴
轉特別盈餘公積後，如尚有餘額，得併同期初累積未分配盈
餘數及當年度未分配盈餘調整數額，由董事會擬定盈餘分配
案，提請股東會決定之。
前項盈餘分配案，授權董事會以三分之二以上董事之出席，
及出席董事過半數之決議，將應分派股息及紅利之全部或一
部，以發放現金方式為之，並報告股東會。",無
2834 - 臺企銀,董事會擬議,110年 年度,110/01/01~110/12/31,1,111/03/09,111/06/17,"72,717,097","5,100,112,479","3,681,157,357","41,855,567",0.1,0,0,"774,319,530",0.37,0,0,"286,498,226",本銀行為持續擴充規模與增加獲利能力，依據未來之資本預算規劃，採取剩餘股利政策，以分派股票股利來保留所需資金為原則，其餘部分得以現金股利分派總額之百分之十，倘每股分派現金股利不足0.1元時，除股東會另有決議外，不予分派。,無。
2838 - 聯邦銀,現金股利經董事會決議、增資配股經董事會擬議,110年 下半年,110/07/01~110/12/31,1,111/03/07,111/05/27,"1,381,986,370","4,463,768,069","5,267,401,670","1,376,850,321",0.15,0,0,"494,282,804",0.885,0,0,"291,626,854","本銀行年度決算如有盈餘，除依法繳納所得稅外，應先彌補以前年度虧損，再提百分之三十為法定盈餘公積並依法令規定或業務需要提列或迴轉特別盈餘公積後，再就其餘額連同上年度累積未分配盈餘，由董事會擬具盈餘分配議案，提請股東會決議分配股息與紅利。
以發行新股方式分派前項盈餘、法定盈餘公積及資本公積時，應提請股東會特別決議；以現金分配者，授權由董事會以三分之二以上董事出席及出席董事過半數之決議分派，並報告股東會。
分派股息與紅利之種類，由董事會依當時金融情勢、未來獲利狀況及本銀行資本預算之規劃，擬訂分派現金或股票之比例。
原則上，倘分配後銀行自有資本與風險性資產之比率低於主管機關規定之比例加一個百分點者，得優先採股票股利發放；法定盈餘公積未達資本總額前，其最高現金盈餘分配，不得超過資本總額之百分之十五。 
本銀行每半會計年度終了，得擬具前半會計年度盈餘分派或虧損撥補之議案，連同營業報告書及財務報表交審計委員會查核後，提董事會決議之。分派盈餘時，除先預估並保留應納稅捐、依法彌補虧損及提列法定盈餘公積外，亦應預估保留員工酬勞。 
前項盈餘分派以發行新股方式為之時，應提請股東會特別決議；發放現金者，應經本銀行董事會決議。",無
面額新台幣10元之公司,,,,,,,,,,,,,,,,,,,,
因應主管機關函令，上市(櫃)及興櫃公司110年原訂5月24日至6月30日股東會，延至110年7月至8月間召開，延期召開股東會日期彙總表，請至110年7月及8月「股東會及除權息日曆」查詢。,,,,,,,,,,,,,,,,,,,,
公司代號名稱,決議（擬議）進度,股利所屬年(季)度,股利所屬期間,期別,董事會（擬擬議）股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積發放之現金(元/股),股東配發-資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積轉增資配股(元/股),股東配發-資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),摘錄公司章程-股利分派部分,備註
2838 - 聯邦銀,董事會決議,110年 上半年,110/01/01~110/06/30,1,110/08/17,不適用,0,0,0,0,0,0,0,0,0,0,0,0,"本銀行年度決算如有盈餘，除依法繳納所得稅外，應先彌補以前年度虧損，再提百分之三十為法定盈餘公積並依法令規定或業務需要提列或迴轉特別盈餘公積後，再就其餘額連同上年度累積未分配盈餘，由董事會擬具盈餘分配議案，提請股東會決議分配股息與紅利。
以發行新股方式分派前項盈餘、法定盈餘公積及資本公積時，應提請股東會特別決議；以現金分配者，授權由董事會以三分之二以上董事出席及出席董事過半數之決議分派，並報告股東會。
分派股息與紅利之種類，由董事會依當時金融情勢、未來獲利狀況及本銀行資本預算之規劃，擬訂分派現金或股票之比例。
原則上，倘分配後銀行自有資本與風險性資產之比率低於主管機關規定之比例加一個百分點者，得優先採股票股利發放；法定盈餘公積未達資本總額前，其最高現金盈餘分配，不得超過資本總額之百分之十五。 
本銀行每半會計年度終了，得擬具前半會計年度盈餘分派或虧損撥補之議案，連同營業報告書及財務報表交審計委員會查核後，提董事會決議之。分派盈餘時，除先預估並保留應納稅捐、依法彌補虧損及提列法定盈餘公積外，亦應預估保留員工酬勞。 
前項盈餘分派以發行新股方式為之時，應提請股東會特別決議；發放現金者，應經本銀行董事會決議。",本期不予分派未編造盈餘分派或虧損撥補表故分配各欄位均為0
2838A - 聯邦銀甲特,董事會決議,110年 下半年,110/07/01~110/12/31,1,111/03/07,不適用,"1,381,986,370","4,463,768,069","5,267,401,670","1,376,850,321",2.4,0,0,"480,000,000",0,0,0,0,"本銀行年度決算如有盈餘，除依法繳納所得稅外，應先彌補以前年度虧損，再提百分之三十為法定盈餘公積並依法令規定或業務需要提列或迴轉特別盈餘公積後，再就其餘額連同上年度累積未分配盈餘，由董事會擬具盈餘分配議案，提請股東會決議分配股息與紅利。
以發行新股方式分派前項盈餘、法定盈餘公積及資本公積時，應提請股東會特別決議；以現金分配者，授權由董事會以三分之二以上董事出席及出席董事過半數之決議分派，並報告股東會。
分派股息與紅利之種類，由董事會依當時金融情勢、未來獲利狀況及本銀行資本預算之規劃，擬訂分派現金或股票之比例。
原則上，倘分配後銀行自有資本與風險性資產之比率低於主管機關規定之比例加一個百分點者，得優先採股票股利發放；法定盈餘公積未達資本總額前，其最高現金盈餘分配，不得超過資本總額之百分之十五。 
本銀行每半會計年度終了，得擬具前半會計年度盈餘分派或虧損撥補之議案，連同營業報告書及財務報表交審計委員會查核後，提董事會決議之。分派盈餘時，除先預估並保留應納稅捐、依法彌補虧損及提列法定盈餘公積外，亦應預估保留員工酬勞。 
前項盈餘分派以發行新股方式為之時，應提請股東會特別決議；發放現金者，應經本銀行董事會決議。",無
2838A - 聯邦銀甲特,董事會決議,110年 上半年,110/01/01~110/06/30,1,110/08/17,不適用,0,0,0,0,0,0,0,0,0,0,0,0,"銀行年度決算如有盈餘，除依法繳納所得稅外，應先彌補以前年度虧損，再提百分之三十為法定盈餘公積並依法令規定或業務需要提列或迴轉特別盈餘公積後，再就其餘額連同上年度累積未分配盈餘，由董事會擬具盈餘分配議案，提請股東會決議分配股息與紅利。
以發行新股方式分派前項盈餘、法定盈餘公積及資本公積時，應提請股東會特別決議；以現金分配者，授權由董事會以三分之二以上董事出席及出席董事過半數之決議分派，並報告股東會。
分派股息與紅利之種類，由董事會依當時金融情勢、未來獲利狀況及本銀行資本預算之規劃，擬訂分派現金或股票之比例。
原則上，倘分配後銀行自有資本與風險性資產之比率低於主管機關規定之比例加一個百分點者，得優先採股票股利發放；法定盈餘公積未達資本總額前，其最高現金盈餘分配，不得超過資本總額之百分之十五。 
本銀行每半會計年度終了，得擬具前半會計年度盈餘分派或虧損撥補之議案，連同營業報告書及財務報表交審計委員會查核後，提董事會決議之。分派盈餘時，除先預估並保留應納稅捐、依法彌補虧損及提列法定盈餘公積外，亦應預估保留員工酬勞。 
前項盈餘分派以發行新股方式為之時，應提請股東會特別決議；發放現金者，應經本銀行董事會決議。",無
