"面額新台幣10元之公司"
"公司代號名稱","決議（擬議）進度","股利所屬年(季)度","股利所屬期間","期別","董事會（擬擬議）股利分派日","股東會日期","期初未分配盈餘/待彌補虧損(元)","本期淨利(淨損)(元)","可分配盈餘(元)","分配後期末未分配盈餘(元)","股東配發-盈餘分配之現金股利(元/股)","股東配發-法定盈餘公積、資本公積發放之現金(元/股)","股東配發-股東配發之現金(股利)總金額(元)","股東配發-盈餘轉增資配股(元/股)","股東配發-法定盈餘公積、資本公積轉增資配股(元/股)","股東配發-股東配股總股數(股)","摘錄公司章程-股利分派部分","備註",
"5272 - 笙科","股東會確認","105年 年度","105/01/01~105/12/31","1","0","106/06/08","                  0","         78,120,656","         62,717,466","                  0","1.11124107","0.28875894","         79,014,766","0.0","0.0","                  0","第二十六條之一:
本公司年度總決算如有盈餘，依下列順序分派
之：
一、完納稅捐。
二、彌補虧損。
三、提存百分之十為法定盈餘公積，但法定盈
餘公積已達本公司實收資本額時，得不再提列。
四、依法令或主管機關規定提列或迴轉特別盈
餘公積。
五、就一至四款規定數額後剩餘之數加計前期
累計未分配盈餘數為股東紅利，其比例由股東
會決議分派或保留之。
第二十六條之二:
本公司正處於成長階段，為因應未來營運擴展
計劃，董事會應衡酌公司長期財務規劃、未來
投資計劃及資本預算等因素，適度採以股票股
利或現金股利之方式發放，其中以現金股利發
放之比率不低於股東股利總額之百分之十。","",
"5274 - 信驊","股東會確認","105年 年度","105/01/01~105/12/31","1","0","106/05/26","         96,651,323","        445,918,513","        484,892,796","         78,811,716","12.00000000","0.0","        406,081,080","0.0","0.0","                  0","第二十七條：本公司年度如有獲利，應提撥不
低於8%為員工酬勞，由董事會決議以股票或現
金分派發放，其發放對象包含符合一定條件之
從屬公司員工；本公司得以上開獲利數額，由
董事會決議提撥不高於3%為董監酬勞。員工酬
勞及董監酬勞分派案應提股東會報告。但公司
尚有累積虧損時，應預先保留彌補數額，再依
前項比例提撥員工酬勞及董監酬勞。

第二十七條之一：本公司年度決算如有盈餘，
依法繳納稅捐，彌補累積虧損後，再提10%為
法定盈餘公積，但法定盈餘公積已達本公司實
收資本額時，得不再提列，其餘再依法令規定
提列或迴轉特別盈餘公積；如尚有餘額，併同
累積未分配盈餘，由董事會擬具盈餘分配議
案，提請股東會決議分派股東股息紅利。本公
司股利政策，係配合目前及未來之發展計畫、
考量投資環境、資金需求及國內外競爭狀況，
並兼顧股東利益等因素，每年就可供分配盈餘
提撥不低於10%分配股東股息紅利，惟累積可
供分配盈餘低於實收股本50%時，得不予分
配；分配股東股息紅利時，得以現金或股票方
式為之，其中現金股利不低於股利總額之
10%。","",
"5276 - 達輝-KY","股東會確認","105年 年度","105/01/01~105/12/31","1","0","106/06/22","             16,171","         77,310,935","         40,226,506","             15,506","1.01800000","0.98200000","         79,000,000","0.0","0.0","                  0","98-1. 於掛牌期間，除蓋曼法令、上市（櫃）規範或本章程另有規定另有規範外：
(1)本公司年度總決算時如有盈餘（包括先前年度之盈餘），應先提繳稅款，彌補以往虧損（包括先前年度之虧損）；另視公司營運需要及法令規定提列特別盈餘公積，如尚有盈餘併同期初未分配盈餘，由董事會擬具盈餘分配案由股東會決議分派之。
(2)分派股息、紅利或其他利益予股東若為現金，均應以新台幣為之。","",
"5278 - 尚凡","股東會確認","105年 年度","105/01/01~105/12/31","1","0","106/06/22","       -115,973,154","        -84,821,227","       -200,794,381","       -200,794,381","0.0","0.0","                  0","0.0","0.0","                  0","第廿七條：本公司年度如有獲利，應提撥員工
酬勞不低於2%及董事酬勞不高於3%。員工酬勞
得以現金或發行新股方式發放之，其發放對象
得包括符合一定條件之從屬公司員工，惟從屬
公司員工之紅利酬勞只得以發行新股方式為
之，該一定條件由董事會訂定之。但公司尚有
累積虧損時，應預先保留彌補數額。
前項所稱之獲利係指當年度稅前利益扣除分派
員工酬勞及董事酬勞前之利益。
員工酬勞、董事酬勞分派比率之決定及員工酬
勞以股票或現金為之，應由董事會以董事三分
之二以上之出席及出席董事過半數同意之決議
行之，並報告於股東會。
第二十七條之一 : 本公司每一會計年度決算
如有盈餘，應先提繳稅款，彌補累積虧損，次
提百分之十為法定盈餘公積（但法定盈餘公
積，已達資本總額時，不在此限），並依法令
或主管機關規定提撥或迴轉特別盈餘公積，其
餘除派付股息外，如尚有盈餘，其餘額連同以
前年度未分配盈餘，由董事會視營運需要酌情
保留適當盈餘後分派股東紅利，並提交股東會
決議。
第廿八條：本公司分配股利之政策，須視公司
目前及未來之投資環境、資金需求、國內外競
爭狀況及資本預算等因素，兼顧股東利益、平
衡股利及公司長期財務規劃等，每年依法由董
事會擬具分派案，提報股東會。股東股利之發
放，不低於可分配盈餘之百分之十，依股東持
股比例，派付股利予股東，其中現金股利不得
低於股利總額百分之十，惟實際分派比率，仍
應依股東會決議辦理。","",
"5281 - 大峽谷-KY","股東會確認","105年 年度","105/01/01~105/12/31","1","0","106/06/15","        155,168,085","         63,558,450","        179,758,627","        172,356,627","0.20000000","0.0","          7,402,000","0.0","0.0","                  0","本公司年度總決算如有盈餘，應先提繳稅款，彌補以往年度虧損，次提公積(包括法定盈餘公積及特別盈餘公積)後稱[當期可分配盈餘]．當期可分配盈餘及前期未分配之保留盈餘均可供發放現金股利及/或股票股利.","",
"5287 - 數字","股東會確認","105年 年度","105/01/01~105/12/31","1","0","106/06/01","            464,714","        552,338,107","        452,147,129","          5,025,629","10.50000000","4.50000000","                 15","0.0","0.0","                  0","本公司處於企業成長階段，股利種類將視未來資金需求及股本稀釋程度，
適度採股票股利或現金股利方式發放，其中現金股利原則上不低於股利總數之10％，
惟此項盈餘分配之種類及比率得視當年度實際獲利及資金狀況經股東會決議通過。","",
"5289 - 宜鼎","股東會確認","105年 年度","105/01/01~105/12/31","1","0","106/06/07","        540,225,782","        463,582,530","        957,450,059","        660,715,649","4.00000000","0.0","        263,763,920","0.50000000","0.0","          3,297,049","第十九條之一：本公司年度總決算所得盈餘，依下列順序分派之:
(一)提繳稅款。
(二)彌補已往虧損。
(三)提存百分之十為法定盈餘公積，但法定盈
餘公積已達本公司資本總額時，不在此限。另
依法令或主管機關規定提撥或迴轉特別盈餘公
積。
(四)餘額併同以前年度累積未分配盈餘，由董
事會擬具盈餘分配案，提請股東會決議分派
之。
本公司分配股利政策需考量未來營運需要、長
期財務規劃及兼顧股東權益，本公司所經營業
務目前處於營運成長階段，為考量公司未來之
資本支出預算及現金需求，每年發放之現金股
利不低於現金股利及股票股利合計數之百分之
十。本公司盈餘分配與股東總額不低於當年度
盈餘之百分之三十。","",
"5291 - 邑昇","股東會確認","105年 年度","105/01/01~105/12/31","1","0","106/06/20","        117,647,134","        -10,883,650","        105,505,391","        105,505,391","0.0","0.0","                  0","0.0","0.0","                  0","本公司年度決算如有盈餘應按下列順序分派之：
一、提繳稅捐，
二、彌補往年虧損，
三、 提百分之十為法定盈餘公積，但法定盈餘公積已達公司資本總額，不在此限。
四、依法令或主管機關規定提撥或迴轉特別盈餘公積。
五、尚有剩餘數得經由股東會決議，按以不低於當年度稅後盈餘百分之十分派股東紅利。每年發放現金股利之比例不得低於當年度發放現金及股票股利合計數之百分之十。
本公司處於成長階段，公司之股利政策視目前及未來之投資環境，資金需求、國內外競爭狀況及資本支出等因素，兼顧股東利益、平衡股利及公司長期財務規劃等，每年依法由董事會擬具盈餘分配案經股東會決議後分派之。","",
"面額新台幣10元之公司"
"公司代號名稱","決議（擬議）進度","股利所屬年(季)度","股利所屬期間","期別","董事會（擬擬議）股利分派日","股東會日期","期初未分配盈餘/待彌補虧損(元)","本期淨利(淨損)(元)","可分配盈餘(元)","分配後期末未分配盈餘(元)","股東配發-盈餘分配之現金股利(元/股)","股東配發-法定盈餘公積、資本公積發放之現金(元/股)","股東配發-股東配發之現金(股利)總金額(元)","股東配發-盈餘轉增資配股(元/股)","股東配發-法定盈餘公積、資本公積轉增資配股(元/股)","股東配發-股東配股總股數(股)","摘錄公司章程-股利分派部分","備註",
"5299 - 杰力","股東會確認","105年 年度","105/01/01~105/12/31","1","0","106/06/13","         43,158,573","         31,906,457","         71,874,384","         47,254,399","0.80000000","0.0","         24,619,985","0.0","0.0","                  0","第20條：公司每年度決算如有當期淨利，應提撥不低於10%為員工酬勞，及不高於3%為董事監察人酬勞。但公司尚有累積虧損時，應預先保留彌補數額。（前項員工酬勞發給股票或現金之對象，包括符合一定條件之從屬公司員工。）
第21條：公司年度總決算如有盈餘，應先提繳稅款，彌補以往虧損，次提列百分之十法定盈餘公積，但法定盈餘公積已達本公司實收資本額時不在此限，並依法令規定提列及迴轉特別盈餘公積；如尚有盈餘併同期初未分配盈餘，由董事會擬具盈餘分配案提請股東會決議分派之。
本公司所屬產業正處於成長期，分配股利之政策，需視公司目前及未來之投資環境、資金需求、國內外競爭狀況及資本預算等因素，兼顧股東利益、平衡股利及公司長期財務規劃等，每年依法由董事會擬具分配案，提報股東會。原則上，每年發放現金股利之比例不得低於當年度發放現金及股票股利合計數之10%，惟實際分派比率依股東會決議辦理。","",
"5301 - 寶得利","股東會確認","105年 年度","105/01/01~105/12/31","1","0","106/06/13","          4,548,802","       -169,556,635","                  0","                  0","0.0","0.0","                  0","0.0","0.0","                  0","依本公司章程第二十六條辦理：
本公司年度決算如有盈餘應先提應繳稅捐，
依法彌補虧損後，提列百分之十為法定盈餘
公積；但法定盈餘公積累積已達公司實收資
本額時得繼續提列，並視營運需要及法令規
定提列特別盈餘公積後，由董事會擬定盈餘
分配案，提請股東會決議分派或保留之。本
公司所處產業環境多變，企業生命週期正值
穩定成長階段，基於健全財務規劃以求永續
經營發展，董事會擬定盈餘分派案時，應考
慮公司未來之資本支出預算及資金需求，並
衡量以盈餘支應資金之必要性，視當年度之
實質獲利與本公司資金規劃情況決定，由董
事會依股利政策，提請股東會決議分派或保
留之。","",
"5302 - 太欣","股東會確認","105年 年度","105/01/01~105/12/31","1","0","106/06/26","       -184,777,974","        -27,547,739","       -215,245,322","       -215,245,322","0.0","0.0","                  0","0.0","0.0","                  0","本公司年度如有獲利，應提撥不低於百分之五為員工酬勞及應提撥不高於百分之三為董監事酬勞。公司尚有累積虧損時，應預先保留彌補數額，再依前項比例提撥員工酬勞及董監事酬勞。
員工酬勞得以股票或現金為之，且發給股票或現金的放對象，得包括符合一定條件之從屬公司員工。
第一項所稱年度如有獲利，係指當年度稅前利益扣除分派員工酬勞及董監事酬勞前之利益。
本公司每年度決算有盈餘時，應先彌補以往年度虧損，依法繳納稅捐，次提10%為法定盈餘公積，但法定盈餘公積已達本公司實收資本額時，得不再提列；再依法令規定酌提或迴轉特別盈餘公積；如尚有餘額，併同累計未分配盈餘，由董事會擬具盈餘分配議案，提請股東會決議分派股東股息紅利。
本公司屬IC設計業，產業環境多變，企業正處成長階段，為考量資本支出需求、實際營運需要及健全財務結構，股息及股東紅利優先以股票股利分派，並以當年度股利分配總額0%~50%為限分派現金股利。","",
"5306 - 桂盟","股東會確認","105年 年度","105/01/01~105/12/31","1","0","106/06/23","        800,958,503","        856,580,562","      1,233,819,287","        843,819,287","3.25000000","0.0","        390,000,000","0.0","0.0","                  0","本公司年度決算如有盈餘，依法繳納稅捐，彌補累積虧損後，再提10%為法定盈餘公積，但法定盈餘公積已達本公司實收資本額時，得不再提列，其餘再依法令規定提列或迴轉特別盈餘公積；如尚有餘額，併同累積未分配盈餘，由董事會擬具盈餘分配議案，提請股東會決議。
本公司產業發展處於業務擴展階段，資金需求殷切，故盈餘之分派，除依公司法及本公司章程規定外，將視公司資本規劃及經營成果，決定每年股利分派方式。惟原則採取股利穩定暨平衡政策，並於每年股東常會前由董事會依據經營結果、財務狀況及資本規劃情形，決議分派方式(現金股利或股票股利)及金額。本公司股利政策，每年就可供分配盈餘提撥不低於20%分配股東股息紅利，分配股東股息紅利時，得以現金或股票方式為之，其中現金股利不低於當年度發放現金及股票股利總額之20%。","",
"5309 - 系統電","股東會確認","105年 年度","105/01/01~105/12/31","1","0","106/06/19","        -93,824,257","       -305,644,670","       -369,468,927","       -369,468,927","0.0","0.0","                  0","0.0","0.0","                  0","民國一○五年六月十七日第三十八次修正
第二十條：
公司年度如有獲利，應提撥百分之十至百分之十五為員工酬勞及不高於3%為董監酬勞。但公司尚有累積虧損時，應預先保留彌補數額。
前項員工酬勞發給股票或現金之對象，得包括符合一定條件之從屬公司員工。
第二十條之一：
本公司年度總決算如有盈餘，應先提繳稅款，彌補以往虧損，次提百分之十為法定盈餘公積，但法定盈餘公積已達本公司實收資本額時不在此限；另視公司營運需要及法令規定提列特別盈餘公積，如尚有盈餘併同期初未分配盈餘，由董事會擬具盈餘分配案提請股東會決分派或保留之。
為配合本公司長期之業務發展、未來之資金需求及長期之業務規劃，每年就可供分配盈餘提撥不超過90％分配股東紅利，惟累積可供分配盈餘低於實收股本5％得不予分配。其中現金股利不低於股利總額之10%，惟現金股每配發金額不足0.5元時，得全數採股票股利發放。","",
"5310 - 天剛","股東會確認","105年 年度","105/01/01~105/12/31","1","0","106/05/26","         18,881,921","        -46,142,649","        -27,260,728","                  0","0.0","0.0","                  0","0.0","0.0","                  0","第三十二條：本公司股利政策，係配合目前及未來發展計畫，為健全財務結構並兼顧股東利益等因素，於盈餘分配時，以不低於當年度累積可供分配盈餘之百分之十五分配股東紅利，惟累積可供分配盈餘低於實收股本之百分之五時，得不予分配；分配股東紅利時，得以現金或股票方式為之，若有發放現金股利，則不低於當年度股東紅利總額之百分之十，惟若依分配比例低於每股0.1元時，得全數發放股票股利。","",
"5312 - 寶島科","股東會確認","105年 年度","105/01/01~105/12/31","1","0","106/06/26","        601,826,878","        359,217,628","        874,391,459","        658,175,826","3.60000000","0.0","        216,215,633","0.0","0.0","                  0","本公司年度決算如有盈餘，依法繳納稅捐，彌補累積虧損後，再提10%
為法定盈餘公積，但法定盈餘公積已達本公司實收資本額時，得不再提
列，其餘再依法令規定提列或迴轉特別盈餘公積；如尚有餘額，併同累
積未分配盈餘，由董事會擬具盈餘分配議案，提請股東會決議分派股東
股息紅利。
本公司股利政策，係配合目前及未來之發展計畫、考量投資環境、資金
需求及國內外競爭狀況，並兼顧股東利益等因素，每年就可供分配盈餘
提撥不低於20%分配股東股息紅利，惟累積可供分配盈餘低於實收股本70%
時，得不予分配；分配股東股息紅利時，得以現金或股票方式為之，其
中現金股利不低於股利總額之10%。","",
"5314 - 世紀","股東會確認","105年 年度","105/01/01~105/12/31","1","0","106/05/26","       -218,466,019","        -99,821,275","       -314,441,891","       -314,441,891","0.0","0.0","                  0","0.0","0.0","                  0","公司年度總決算如有盈餘，應先提繳稅款，彌補以往虧損，次提10%為法定盈餘公積，但法定盈餘公積已達本公司實收資本額時不在此限；另視公司營運需要及法令規定提列或迴轉特別盈餘公積，如尚有盈餘併同期初未分配盈餘，由董事會擬具盈餘分配案提請股東會決議分派之。
本公司股利政策係依據營運規劃、投資計畫、資本預算及內外部環境變化由董事會予以訂定。本公司所營事業係屬高科技相關產業且目前處於營運成長階段，須以保留盈餘因應營運成長及投資需求之資金，現階段採取剩餘股利政策。盈餘分配之原則如下：以現金股利優先，惟股票股利分派之比例不得大於股利總額百分之五十。","",
"5315 - 光聯","股東會確認","105年 年度","105/01/01~105/12/31","1","0","106/05/22","        -24,284,025","        439,227,021","        373,448,696","        107,569,116","2.50000000","0.0","        265,879,580","0.0","0.0","                  0","本公司年度決算如有盈餘，依法繳納稅捐，彌補累積虧損後，並依法提撥百分之十法定盈餘公積，但法定盈餘公積，已達資本總額時，不在此限。其餘再依法令規定提列或迴轉特別盈餘公積；如尚有餘額，併同累積未分配盈餘，由董事會擬具盈餘分配議案，提請股東會決議分派股東股息紅利。
本公司股利政策，係配合目前及未來之發展計畫、考量投資環境、資金需求及國內外競爭狀況，並兼顧股東利益等因素，就當年度可供分配盈餘提撥不低於百分之三十分配股東股息紅利，分配股東股息紅利時，得以現金或股票方式為之，其中現金股利不低於股利總額百分之二十為限。","",
"5321 - 友銓","股東會確認","105年 年度","105/01/01~105/12/31","1","0","106/06/22","         27,679,151","         45,307,119","         68,455,558","         68,455,558","0.0","0.0","                  0","0.0","0.0","                  0","本公司為考量公司中長期營運成長暨投資活動
資金需求，並在兼顧財務結構健全目標下，由
董事會擬定盈餘分配政策，經股東會決議後辦
理之。
由於本公司處於企業成長階段，且所屬產業景
氣發展快速，需保留相當盈餘供資本預算所
需，故明訂每年就可分配盈餘中，現金股利發
放至少不低於百分之十五為原則，另將考量兩
稅合一之法令規範暨現金股利發放作業成本，
如可供分配盈餘低於發放股利時之股本的百分
之二十以下時，當年度得不擬發放現金股利。","",
"5324 - 士開","股東會確認","105年 年度","105/01/01~105/12/31","1","0","106/06/14","       -351,446,913","         75,379,349","       -278,219,278","       -278,219,278","0.0","0.0","                  0","0.0","0.0","                  0","本公司年度結算後如有盈餘，應先提繳稅捐，彌補歷年虧損，次提百分之十為法定盈餘
公積(但法定盈餘公積已達本公司實收資本額不在此限)及就當年度發生之帳列股東權
益減項金額提列特別盈餘公積或迴轉特別盈餘公積後，加計前期累計未分配盈餘為股東
紅利，除保留部份盈餘於以後年度再行決議分派外，依公司股利政策按股份總額比
例分派之。
本公司屬建築產業，考量平衡穩定之股利政策，將視投資資金需求及對每股盈餘之稀釋程度，適度採取股票股利或現金股利方式發放，其中現金股利應不低於股東紅利總額百分之十，唯每股現金股利低於新台幣0.1元或董事會綜合考量公司當年度財務報表之負債比例高於50%時或當年度有重大資本支出規劃時，得調降現金股利之成數或改發股票股利。","",
"5328 - 華容","股東會確認","105年 年度","105/01/01~105/12/31","1","0","106/06/20","        -12,708,006","         72,379,306","         53,704,170","                538","0.30880000","0.0","         53,703,632","0.0","0.0","                  0","第廿一條之一：本公司每年度決算如有盈餘，除依法提繳稅款及彌補以往年度虧損外，依下列順序分派之。
1.提列百分之十法定盈餘公積。
2.視公司營運需要及法令規定提撥或迴轉特別盈餘公積。
3.當年度如尚有盈餘再併同以前年度累積之未分配盈餘，提請股東會決議保留或分配股東紅利。
本公司考量未來資金需求及長期財務規劃，每年就可供分配盈餘提撥不低於百分之十分配股東紅利，惟累積可供分配盈餘低於實收股本百分之二，得不予分配。
其中現金股利不得低於股東紅利總額之百分之十。","",
"5340 - 建榮","股東會確認","105年 年度","105/01/01~105/12/31","1","0","106/06/20","       -644,519,021","         17,442,406","       -627,285,126","                  0","0.0","0.0","                  0","0.0","0.0","                  0","本公司年度如有獲利，應提撥不低於百分之五為員工酬勞及不高於百分之三為董監事酬勞。但公司尚有累積虧損時，應預先保留彌補數額。
前項所稱之當年度獲利狀況係指當年度稅前利益扣除分派員工酬勞及董監事酬勞前之利益。","",
"5344 - 立衛","股東會確認","105年 年度","105/01/01~105/12/31","1","0","106/06/22","       -151,883,070","        -58,541,849","       -211,046,467","       -211,046,467","0.0","0.0","                  0","0.0","0.0","                  0","本公司年度如有獲利，應提撥不低於5%為員工酬勞，由董事會決議以股票或現金分派發放，其發放對象包含符合一定條件之從屬公司員工；本公司得以上開獲利數額，由董事會決議提撥不高於1%為董監酬勞。
員工酬勞及董監酬勞分派案應提股東會報告。
但公司尚有累積虧損時，應預先保留彌補數額，再依前項比例提撥員工酬勞及董監酬勞。


本公司之股利政策將依公司當年度可分配盈餘及資金需求情形，並依主管機關之規定，分配予股東，原則上擬發放之股利以現金股利為優先，亦得以股票股利之方式分派之，惟股票股利分配之比率以不高於股利總額之百分之五十為原則。
本公司年度決算如有盈餘時，依下列順序分派之。
一、提繳稅捐。
二、彌補以往年度虧損。
三、提存百分之十為法定盈餘公積，但法定盈餘公積累積已達本公司資本總額時，不在此限。
四、依法提列或迴轉特別盈餘
公積。
五、依前述一至四項順序分派後，併同累積未分配盈餘，由董事會擬具盈餘分配議案，提請股東會決議分派股東股息紅利。","",
"5345 - 天揚","股東會確認","105年 年度","105/01/01~105/12/31","1","0","106/06/23","          1,120,515","        -65,129,801","        -62,218,118","        -62,218,118","0.0","0.0","                  0","0.0","0.0","                  0","第三十三條本公司年度總決算如有盈餘，除公司法另有規定外，於完納一切稅捐及彌補以往年度虧損後，應先提法定盈餘公積百分之十後，餘額由董事會擬具分派議案，提請股東會決議分派或保留之，按股份總數比例分派之。
第三十三條之一 本公司股利政策除相關法令規定外，應以可分派盈餘之百分之四十至百分之九十九點四為股東股利之發放率，並以發放現金股利為原則，惟該現金股利發放比例，得視當年度公司實際獲利及資金狀況，經股東會決議後調整。","",
"面額新台幣10元之公司"
"公司代號名稱","決議（擬議）進度","股利所屬年(季)度","股利所屬期間","期別","董事會（擬擬議）股利分派日","股東會日期","期初未分配盈餘/待彌補虧損(元)","本期淨利(淨損)(元)","可分配盈餘(元)","分配後期末未分配盈餘(元)","股東配發-盈餘分配之現金股利(元/股)","股東配發-法定盈餘公積、資本公積發放之現金(元/股)","股東配發-股東配發之現金(股利)總金額(元)","股東配發-盈餘轉增資配股(元/股)","股東配發-法定盈餘公積、資本公積轉增資配股(元/股)","股東配發-股東配股總股數(股)","摘錄公司章程-股利分派部分","備註",
"5347 - 世界","股東會確認","105年 年度","105/01/01~105/12/31","1","0","106/06/16","      2,396,558,352","      5,537,925,192","      7,386,282,492","      2,469,335,691","3.00000000","0.0","      4,916,946,801","0.0","0.0","                  0","本公司分派每一會計年度盈餘時，應先彌補歷年虧損以及依法提撥百分之十作為法定盈餘公積；但法定盈餘公積累積已達本公司資本總額時，不在此限。次依法令或主管機關規定提撥或迴轉特別盈餘公積。嗣餘盈餘併同累積未分配盈餘，依下列原則經股東會決議後分派之：
（一）除依本條第一項第二款規定以公積分派外，公司無盈餘時，不得分派股息及紅利。公司得依財務、業務及經營面等因素之考量將當年度可分配盈餘全數分派。盈餘之分派得以現金股利或股票股利之方式單獨或共同為之。因本公司目前營運穩定成長，現金股利之分派比例不低於股利總額之百分之六十。 
（二）公司無虧損，於當年度公司無盈餘可分派，或雖有盈餘但盈餘數額遠低於公司前一年度實際分派之盈餘，或依公司財務、業務及經營面等因素之考量，得將公積全部或一部依法令或主管機關規定分派。以法定盈餘公積發給新股或現金者，以該項公積超過實收資本額百分之二十五之部分為限。","",
"5351 - 鈺創","股東會確認","105年 年度","105/01/01~105/12/31","1","0","106/06/20","        -48,679,426","       -408,095,138","       -465,283,711","       -465,283,711","0.0","0.0","                  0","0.0","0.0","                  0","本公司年度決算如有盈餘，應先依法完納稅捐及彌補虧損，次提撥百分之十法定盈餘公積及依股東會決議或主管機關之命令提列特別盈餘公積或迴轉特別盈餘公積後，其餘之盈餘加計前期累積未分配盈餘數，由董事會擬具分派議案，提請股東會決議分派之。
本公司股利政策係依據公司中長期營運規劃、投資計畫、資本預算及內外部環境變化等因素並同時兼顧股東利益，由董事會予以訂定。盈餘分配除依前項規定辦理外，當年度股東股利分配，現金股利發放比率不低於百分之五。","",
"5353 - 台林","股東會確認","105年 年度","105/01/01~105/12/31","1","0","106/06/07","            427,731","         40,446,355","         36,932,702","          4,192,702","0.40000000","0.0","         32,740,000","0.0","0.0","                  0","第二十九條：本公司年度決算如有盈餘，
依下列各款順序分派之。
一、提繳稅捐。
二、彌補虧損。
三、提列百分之十為法定盈餘公積。但法
定盈餘公積已達公司實收資本總額時，得
不再提列。
四、提列或迴轉特別盈餘公積。
五、餘額加計以前年度未分配盈餘為股東
股息及紅利，由董事會擬具盈餘分派議案
由股東會決議。
第三十條：本公司屬高科技事業，產品世
代交替快速，在考慮財務面、業務面及營
運面等因素，未來股利政策將採穩健及平
衡方式，股利率預計在30%之內，原則上
股票股利不超過80%，現金股利在20%以上
。股東股利之分派，以股利基準日記載於
股東名簿之股東為限。","",
"5355 - 佳總","股東會確認","105年 年度","105/01/01~105/12/31","1","0","106/06/20","         68,848,594","        -27,562,005","         42,542,551","         42,542,551","0.0","0.0","                  0","0.0","0.0","                  0","本公司應以當年度稅前利益扣除分派員工酬勞及董監酬勞前之利益於保留彌補累積虧損數額後，如尚有餘額應提撥員工酬勞不低於百分之三，董監酬勞不高於百分之二。
    員工酬勞及董監酬勞分派比率之決定及員工酬勞以股票或現金為之，應由董事會以董事三分之二以上之出席及出席董事過半數同意之決議行之，並報告股東會。
    員工酬勞發給股票或現金之對象包括符合一定條件之從屬公司員工。
    本公司年度決算如有盈餘應先提繳稅款，彌補已往虧損，次提百分之十為法定盈餘公積，但法定盈餘公積累積已達本公司實收資本總額時，不在此限。並依法令或主管機關規定提撥或迴轉特別盈餘公積，如尚有盈餘，其餘額再加計以前年度累積未分配盈餘由董事會擬具分派議案，提請股東會決議後分派之。
    本公司屬電子製造產業，鑑於獲利年度配發股票股利給股東，公司雖可保留資金以從事研發及業務拓展活動，但亦使股本膨脹，若獲利未能等比例增加，將使每股盈餘下降，而損及股東之權益。是以本公司現階段之股利政策，為現金股利政策，其執行方式係依據公司未來之資本預算規劃，來衡量未來年度之資金需求後，盡可能以現金股利發放。上述現金股利政策其執行比率為，擬配發之股利當中，以現金股利為主，股票股利（含盈餘配股及公積配股）則在百分之五十以下。","",
"5356 - 協益","股東會確認","105年 年度","105/01/01~105/12/31","1","0","106/06/13","      2,182,630,095","        563,746,673","      2,689,114,745","      2,173,914,745","4.00000000","0.0","        515,200,000","0.0","0.0","                  0","本公司股利政策係考量配合公司目前及未來業務發展擴充、資本預算及資金需求等因素，以不低於當年度可供分配盈餘5%分配股東股息紅利，得以現金或股票方式發放，其中現金股利不得低於股利總額20%","",
"5364 - 力麗店","股東會確認","105年 年度","105/01/01~105/12/31","1","0","106/06/14","         12,939,565","         19,845,558","         26,358,128","         12,258,188","1.00000000","0.0","         14,099,940","0.0","0.0","                  0","第十六條之一：
本公司年度總決算如有盈餘，應先提繳稅款、彌補歷年累積虧損，次提10%為法定盈餘公積，並依法令或主管機關規定提撥或迴轉特別盈餘公積，如尚有盈餘，其餘額再加計以前年度累積未分配盈餘由董事會擬具分派議案，提請股東會決議後分派之。","",
"5371 - 中光電","股東會確認","105年 年度","105/01/01~105/12/31","1","0","106/06/14","      7,033,416,208","      1,964,534,197","      7,973,084,951","      7,104,238,731","2.00000000","1.50000000","      1,520,480,885","0.0","0.0","                  0","本公司年度總決算如有盈餘，應先提繳稅款及彌補以前年度虧損，次就其餘額提列百分之十為法定盈餘公積；但法定盈餘公積已達本公司資本總額時，不在此限，次依法令或主管機關規定提撥或迴轉法定特別盈餘公積，如尚有盈餘加計以前年度累積未分配盈餘後，由董事會擬定盈餘分配案提請股東會決議之。
本公司股利政策係按公司法及本公司章程規定，並依本公司資本及財務結構、營運狀況、盈餘及所屬產業性質及週期等因素決定，得以股票股利或現金股利方式為之，但因本公司目前所處之產業環境為營運成長期，本公司得依財務、業務及經營面等因素之考量，若有發放現金股利，則至少佔當年度全部股利之百分之十。
本公司無盈餘可分派，或依本公司財務、業務及經營面等因素之考量，得將公積全部或一部份依法令或主管機關規定分派。","",
